player,player_id,team,class,poss,position,value_three_pct,value_two_pct,value_ft_pct,value_scoring,color_three_pct,color_two_pct,color_ft_pct,color_scoring,value_assist_rate,value_TO,value_playmaking,color_assist_rate,color_TO,color_playmaking,value_oreb_pct,value_dreb_pct,value_reb_pct,color_oreb_pct,color_dreb_pct,color_reb_pct,value_blk_pct,value_STL,value_PF,value_D,color_blk_pct,color_STL,color_PF,color_D
Braden Sparks,1926311,Fairfield,SR,1882,SG,36.310911316473,42.6581182082706,79.5080367106277,27.4066966575774,#FFEBD2,#DCE9F5,#FFEBD2,#FFEBD2,14.7005170984872,3.23768919552786,2.72453574204518,#FFEBD2,#FFFFFF,#FFEBD2,1.63314504240045,8.8617398058116,10.494884848212,#DCE9F5,#DCE9F5,#DCE9F5,0.283275839562752,2.18717044637641,3.4317312349875,-0.4335002,#CBDEF0,#FFEBD2,#FFEBD2,#FFFFFF
Lassina Traore,1722932,Texas,SR,580,C,29.4326356695419,51.8787508355195,68.8750249760244,13.907620015826,#CBDEF0,#FFFFFF,#FFFFFF,#DCE9F5,6.35750950108136,3.56544646587417,-6.46204007553661,#DCE9F5,#FFFFFF,#DCE9F5,12.9454861576031,22.0432539282892,34.9887400858923,#FFD7A5,#FFD7A5,#FFD7A5,2.25440559919447,1.62799505134449,7.25874284216735,1.0121105,#FFFFFF,#FFFFFF,#DCE9F5,#FFEBD2
Cam'Ron Fletcher,1602304,High Point,SR,839,C,34.2037565049744,55.392633703067,72.4120700674901,27.0746480851952,#FFFFFF,#FFEBD2,#FFFFFF,#FFEBD2,6.60454896911249,3.0258711934367,-4.05866203899357,#FFFFFF,#FFFFFF,#FFFFFF,8.50451717393682,26.3078731571173,34.8123903310541,#FFEBD2,#FFD7A5,#FFD7A5,2.32760271869022,2.71772797785105,4.8386135192071,-0.15586292,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF
Tae Simmons,2487207,San Diego State,FR,764,PF,32.9775890208072,58.0084101805,65.7926861035643,20.516988463004,#FFFFFF,#FFEBD2,#DCE9F5,#FFFFFF,3.88844767028292,2.13204679944328,-3.02485108495896,#DCE9F5,#FFEBD2,#FFFFFF,9.02474154799371,15.9487048578327,24.9734464058264,#FFEBD2,#FFEBD2,#FFEBD2,1.52246897387913,1.52491701146108,6.88251441881659,0.69488324,#FFFFFF,#FFFFFF,#DCE9F5,#FFEBD2
Brandon Mitchell-Day,1932309,Dartmouth,SR,1258,C,31.9582852177014,53.0258119992316,74.4246302111685,24.1823462495869,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,16.1498324999271,4.87832994458089,-2.50797536448544,#FFEBD2,#CBDEF0,#FFFFFF,7.5433282838579,26.4956179354292,34.0389462192871,#FFFFFF,#FFD7A5,#FFD7A5,3.24450795274116,1.23175242953096,5.10256975079585,1.6249006,#FFEBD2,#DCE9F5,#FFFFFF,#FFEBD2
LJ Hackman,2504108,Western Kentucky,JR,1171,SG,33.5104285790739,45.2898785271022,78.726984570317,23.0949670827702,#FFFFFF,#DCE9F5,#FFEBD2,#FFEBD2,12.2920908668124,2.87382862437906,1.91677511680294,#FFFFFF,#FFFFFF,#FFEBD2,2.88595773691426,11.6237817823495,14.5097395192638,#FFFFFF,#FFFFFF,#FFFFFF,0.588421211561835,2.64276626551998,5.27675837727239,1.0699106,#FFFFFF,#FFEBD2,#FFFFFF,#FFEBD2
Jack Collins,1925673,Monmouth,SR,1792,SG,31.0589897538408,50.0065413405827,68.5700665719415,12.7017490054998,#DCE9F5,#FFFFFF,#FFFFFF,#DCE9F5,18.9680544823805,3.57490910916257,5.39276354349391,#FFEBD2,#FFFFFF,#FFEBD2,4.08308265879864,11.4758093104053,15.5588919692039,#FFFFFF,#FFFFFF,#FFFFFF,1.38287881401238,2.42103286140356,3.3728034233733,0.85329256,#FFFFFF,#FFEBD2,#FFEBD2,#FFEBD2
Brett White,2474149,Oakland,SR,1314,SF,34.8942507810231,50.1837139122764,71.1030857942155,19.4681151765679,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,4.50272323124327,1.14496562443173,1.52491952060628,#DCE9F5,#FFD7A5,#FFEBD2,2.96382900367402,11.7227860255551,14.6866150292292,#FFFFFF,#FFFFFF,#FFFFFF,1.94384660055592,1.35084559132671,4.16062729817951,-0.5339643,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF
Jadis Jones,2319958,Lindenwood,SO,1589,PF,30.225159039781,54.7277768023579,61.4102340803956,23.4860506605978,#DCE9F5,#FFEBD2,#DCE9F5,#FFEBD2,12.2098634193901,2.36958522427622,3.86750555050827,#FFFFFF,#FFEBD2,#FFEBD2,8.88984768775593,15.515553158312,24.4054008460679,#FFEBD2,#FFFFFF,#FFEBD2,1.81553322340921,2.05231295102541,4.64679587777829,0.072310056,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
Kaleb Banks,1916395,DePaul,SR,859,PF,33.5745734176972,58.4854584263123,69.9509973743112,20.1590855204039,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF,4.54977583113967,2.03467554019861,-2.00949176324115,#DCE9F5,#FFEBD2,#FFFFFF,6.22924349924358,13.5950099489191,19.8242534481627,#FFFFFF,#FFFFFF,#FFFFFF,3.27662071051252,1.26954092864865,6.05086373651086,0.82618251,#FFEBD2,#DCE9F5,#FFFFFF,#FFEBD2
Zach Davis,1917733,Memphis,SR,1105,SF,29.4973921766962,52.5706238628317,73.2519033174287,20.4560433154337,#DCE9F5,#FFFFFF,#FFFFFF,#FFFFFF,10.0911921778758,4.45584502235373,-6.52240106508267,#FFFFFF,#DCE9F5,#DCE9F5,5.71533909808429,16.5872758280886,22.3026149261729,#FFFFFF,#FFEBD2,#FFFFFF,1.07553567671361,2.54671870383595,5.15931012590366,1.4532343,#FFFFFF,#FFEBD2,#FFFFFF,#FFEBD2
Carl Cherenfant,2096193,McNeese State,JR,799,SF,32.1710887088444,50.1857753915303,78.1316757225726,13.2222274507123,#FFFFFF,#FFFFFF,#FFEBD2,#DCE9F5,8.52527456536281,3.24329427064966,-3.12181356282724,#FFFFFF,#FFFFFF,#FFFFFF,5.54680079081463,14.9529434388056,20.4997442296203,#FFFFFF,#FFFFFF,#FFFFFF,1.68505174098522,2.85091773145662,6.07880269794792,1.2517567,#FFFFFF,#FFD7A5,#FFFFFF,#FFEBD2
Marcus Allen,2300861,Miami (Fla.),SO,256,SF,34.2785389914734,48.8355449743305,80.5741204810909,16.3267256078045,#FFFFFF,#FFFFFF,#FFEBD2,#FFFFFF,10.054453076719,2.51947469326715,1.23184350366619,#FFFFFF,#FFFFFF,#FFFFFF,6.93938774561356,14.5482203079009,21.4876080535145,#FFFFFF,#FFFFFF,#FFFFFF,0.553760664739702,1.67294611221116,5.70620132690414,1.5048062,#DCE9F5,#FFFFFF,#FFFFFF,#FFEBD2
Sergej Macura,2506917,Mississippi State,SO,916,PF,29.9517815919166,58.3869325411487,52.4167424298475,15.0516188954158,#DCE9F5,#FFEBD2,#CBDEF0,#DCE9F5,7.21130271078169,2.28504657802513,-0.506532243786602,#FFFFFF,#FFEBD2,#FFFFFF,8.28659203194755,19.1952463984504,27.481838430398,#FFEBD2,#FFEBD2,#FFEBD2,1.02201342816034,1.40744361426409,3.49484032257557,0.87499612,#FFFFFF,#FFFFFF,#FFEBD2,#FFEBD2
Jayden Epps,1909621,Mississippi State,SR,1474,SG,33.4711034095059,50.2718355384856,78.5701597919593,27.5645929398024,#FFFFFF,#FFFFFF,#FFEBD2,#FFEBD2,15.011841631203,3.8084454865195,0.722321534509418,#FFEBD2,#DCE9F5,#FFFFFF,1.11099312075614,9.40334221811664,10.5143353388728,#CBDEF0,#DCE9F5,#DCE9F5,0.865079799794623,1.67836800356173,3.63843493427636,0.011690817,#FFFFFF,#FFFFFF,#FFEBD2,#FFFFFF
Jayden Leverett,2539400,Vanderbilt,FR,158,C,30.7671531448588,55.9040546839692,63.2011238845752,14.7393396095362,#DCE9F5,#FFEBD2,#DCE9F5,#DCE9F5,2.9968294950324,2.04944599920339,-3.5334713551903,#CBDEF0,#FFEBD2,#FFFFFF,11.9479790058157,16.5733902617265,28.5213692675422,#FFD7A5,#FFEBD2,#FFEBD2,2.89484225764854,1.44172456070747,8.85836624013056,0.68806149,#FFEBD2,#FFFFFF,#CBDEF0,#FFEBD2
Amier Ali,2322696,Mississippi State,SO,157,PF,33.7454195043343,50.3427430422644,70.9745085725368,21.3980798349341,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,6.39382215682302,1.60823732395338,1.44492123880568,#DCE9F5,#FFD7A5,#FFEBD2,3.50883690028295,17.7175171327035,21.2263540329865,#FFFFFF,#FFEBD2,#FFFFFF,0.350913551069103,1.57050679009489,2.95848285858761,0.94635565,#DCE9F5,#FFFFFF,#FFD7A5,#FFEBD2
Ethan Copeland,2536198,Stetson,JR,1723,SG,38.365222295347,44.7532227864494,81.1560984431541,24.5601983379611,#FFD7A5,#DCE9F5,#FFEBD2,#FFEBD2,12.3460577055869,2.5200412391976,3.39075175080391,#FFFFFF,#FFFFFF,#FFEBD2,1.55400358159216,12.1945776121467,13.7485811937389,#DCE9F5,#FFFFFF,#FFFFFF,0.423884879158192,2.5842093055436,2.35327910820364,-0.34243169,#DCE9F5,#FFEBD2,#FFD7A5,#FFFFFF
DeShawn Gory,2543794,Fresno State,FR,1586,PF,30.9631679299136,55.0729494878014,66.8915821767211,27.1580028063267,#DCE9F5,#FFEBD2,#FFFFFF,#FFEBD2,14.1360274471347,3.16541161612602,2.48290246666194,#FFFFFF,#FFFFFF,#FFEBD2,4.13463372144595,19.4148260574144,23.5494597788604,#FFFFFF,#FFEBD2,#FFEBD2,1.54879903307879,1.54367321068842,3.40216811361299,0.62503196,#FFFFFF,#FFFFFF,#FFEBD2,#FFEBD2
Garrett Sundra,2283123,Notre Dame,SO,914,PF,31.9358604859689,59.0924185088532,68.553329728627,11.9292040133626,#FFFFFF,#FFEBD2,#FFFFFF,#DCE9F5,5.20374660917285,1.83423224070181,-0.58647217485347,#DCE9F5,#FFEBD2,#FFFFFF,7.25678945750915,14.2585223573438,21.5153118148529,#FFFFFF,#FFFFFF,#FFFFFF,2.44348962822319,1.04514790379128,5.49676685316638,1.714427,#FFFFFF,#DCE9F5,#FFFFFF,#FFEBD2
Greg Gordon,2114126,Long Island,SR,1982,SF,28.6071173258722,56.8091713427098,45.3172191118886,23.6582704041672,#CBDEF0,#FFEBD2,#CBDEF0,#FFEBD2,15.5557751481388,3.15517979567838,3.86300758420607,#FFEBD2,#FFFFFF,#FFEBD2,9.41326494398035,11.4747824550787,20.8880473990591,#FFEBD2,#FFFFFF,#FFFFFF,2.06568180930086,2.69365657118463,3.42305674572449,0.38004078,#FFFFFF,#FFEBD2,#FFEBD2,#FFFFFF
Shawn Phillips Jr.,1912208,Missouri,SR,1003,C,31.3196451812373,61.8096471154676,56.7003847049314,19.998501835235,#DCE9F5,#FFD7A5,#DCE9F5,#FFFFFF,5.94817603869457,5.29719294581816,-13.8138879154407,#DCE9F5,#CBDEF0,#CBDEF0,9.86015307815202,21.2490879244283,31.1092410025804,#FFEBD2,#FFD7A5,#FFD7A5,7.6600632802642,0.997025690805266,8.91486626096934,2.0096477,#FFD7A5,#DCE9F5,#CBDEF0,#FFD7A5
MJ Thomas,2329985,New Orleans,SO,1509,C,33.290118740921,51.5650121711293,72.3085609266307,22.9560538662138,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,10.0862412782162,3.61994103009649,-3.16471409986676,#FFFFFF,#FFFFFF,#FFFFFF,12.8865776813289,18.9022549645254,31.7888326458543,#FFD7A5,#FFEBD2,#FFD7A5,3.05508259841968,1.743494283434,6.58860565527219,0.19587441,#FFEBD2,#FFFFFF,#DCE9F5,#FFFFFF
Daniel Rivera,1927161,UAB,SR,1572,PF,26.611090536233,52.1987070258223,57.2449864084457,22.1432866216654,#CBDEF0,#FFFFFF,#DCE9F5,#FFEBD2,7.54431755275291,2.44915945888087,-0.852600378201701,#FFFFFF,#FFEBD2,#FFFFFF,8.25902149339161,15.7831307463878,24.0421522397794,#FFEBD2,#FFFFFF,#FFEBD2,4.93102005937353,1.79538277403543,4.53261473839715,1.1534103,#FFEBD2,#FFFFFF,#FFFFFF,#FFEBD2
Dayton Forsythe,2280425,Oklahoma,SO,819,SG,36.605803670726,44.0828210593333,87.9881738596258,21.7816246956026,#FFEBD2,#DCE9F5,#FFD7A5,#FFFFFF,16.0067884320663,3.14767144546331,4.31855498456639,#FFEBD2,#FFFFFF,#FFEBD2,1.64394920532998,8.06545354045499,9.70940274578497,#DCE9F5,#DCE9F5,#DCE9F5,0.389856164234891,2.08888077881436,4.4115048013921,-0.032879497,#DCE9F5,#FFFFFF,#FFFFFF,#FFFFFF
Hunter Erickson,1589544,Hawaii,SR,1721,SG,35.3798797758188,51.2670131545676,71.2366196410163,14.2954034020955,#FFEBD2,#FFFFFF,#FFFFFF,#DCE9F5,20.1287611847947,3.98975108899277,4.81874501060564,#FFEBD2,#DCE9F5,#FFEBD2,1.2826946544148,12.0339136766034,13.3166083310182,#DCE9F5,#FFFFFF,#FFFFFF,1.19358906057043,1.62375721734542,3.61967455602976,0.99270836,#FFFFFF,#FFFFFF,#FFEBD2,#FFEBD2
Colin Smith,1897598,UC Santa Barbara,SR,1503,SF,38.0746621889797,50.0044657444562,78.4796610064974,23.4143261480615,#FFD7A5,#FFFFFF,#FFEBD2,#FFEBD2,9.21230325865223,3.42227631106819,-3.19382511599264,#FFFFFF,#FFFFFF,#FFFFFF,6.00966162491464,11.6942081703095,17.7038697952241,#FFFFFF,#FFFFFF,#FFFFFF,0.826065141477666,1.04038951221689,4.9760518349989,-0.1903497,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF
Shilo Jackson,2117024,Le Moyne,SR,1399,C,32.146584730236,59.9341974013898,71.8125559069098,27.7406192737325,#FFFFFF,#FFD7A5,#FFFFFF,#FFEBD2,12.8360468365502,4.46221506507595,-3.9593817935193,#FFFFFF,#DCE9F5,#FFFFFF,9.09916696377266,17.6952805124085,26.7944474761812,#FFEBD2,#FFEBD2,#FFEBD2,4.993578331491,0.934169702028735,6.93474350320317,0.58737806,#FFEBD2,#CBDEF0,#DCE9F5,#FFEBD2
Luke Northweather,1897591,Missouri,JR,437,PF,33.0485397030945,59.9175397652747,69.5302703307735,12.9200160403855,#FFFFFF,#FFD7A5,#FFFFFF,#DCE9F5,6.12841080538585,1.52250643441112,1.53946027047344,#DCE9F5,#FFD7A5,#FFEBD2,6.11062769523765,13.8783861819878,19.9890138772255,#FFFFFF,#FFFFFF,#FFFFFF,2.69419983191392,0.883775164230055,5.96824684680143,0.1264284,#FFEBD2,#CBDEF0,#FFFFFF,#FFFFFF
Jovan Jester Jr.,2282262,UC Irvine,FR,899,SG,34.418083830666,45.1796962577382,68.0727386536497,21.8527978968436,#FFFFFF,#DCE9F5,#FFFFFF,#FFFFFF,20.6264813241682,5.93077385564419,-2.51946746216886,#FFEBD2,#CBDEF0,#FFFFFF,4.06407683995047,13.5894969335329,17.6535737734833,#FFFFFF,#FFFFFF,#FFFFFF,1.27981861410218,3.25166531762867,6.65660273293007,2.6857986,#FFFFFF,#FFD7A5,#DCE9F5,#FFD7A5
Christian Fermin,1920045,VCU,SR,90,C,31.786590606755,54.8680450147116,59.9843087456645,10.9255177015711,#FFFFFF,#FFEBD2,#DCE9F5,#CBDEF0,6.42661195603771,2.23652976845862,-1.05141053109521,#DCE9F5,#FFEBD2,#FFFFFF,10.1829562192706,8.64819028288849,18.831146502159,#FFEBD2,#DCE9F5,#FFFFFF,7.3575239300379,0.92192148900794,6.94755544494007,1.2861502,#FFD7A5,#CBDEF0,#DCE9F5,#FFEBD2
Alec Millender,1617641,Connecticut,SR,75,PG,37.3628231674579,46.4701337404622,79.5606465442986,14.1741901952116,#FFEBD2,#FFFFFF,#FFEBD2,#DCE9F5,19.7955941834324,2.62736314617767,9.98463402681952,#FFEBD2,#FFFFFF,#FFD7A5,1.68340079278147,5.66461782280016,7.34801861558164,#DCE9F5,#CBDEF0,#CBDEF0,0.387648961440768,1.72899307316212,4.91073395067711,-0.51291646,#DCE9F5,#FFFFFF,#FFFFFF,#FFFFFF
Jose Roberto Tanchyn,2161207,UMBC,JR,951,C,32.77345398731,53.0217668865867,64.3711619213961,18.6385535104476,#FFFFFF,#FFFFFF,#DCE9F5,#FFFFFF,7.0190476100684,2.56487791074439,-1.81344478641174,#FFFFFF,#FFFFFF,#FFFFFF,9.32384285610853,23.615795764113,32.9396386202215,#FFEBD2,#FFD7A5,#FFD7A5,3.06103406292397,1.52790661878207,6.72278664700394,1.0601257,#FFEBD2,#FFFFFF,#DCE9F5,#FFEBD2
Abdul Momoh,1687640,Illinois-Chicago,SR,1250,PF,31.8798744006177,55.4112358517408,51.9486307426786,18.4384598645674,#FFFFFF,#FFEBD2,#CBDEF0,#FFFFFF,6.8890440482422,2.77089159921358,-2.76472309200086,#FFFFFF,#FFFFFF,#FFFFFF,9.67630815123865,11.605835942083,21.2821440933217,#FFEBD2,#FFFFFF,#FFFFFF,6.75799423004344,1.42655014599625,4.6765146125856,1.4162969,#FFD7A5,#FFFFFF,#FFFFFF,#FFEBD2
Tariq Ingraham,1330734,Memphis,SR,419,PF,29.5048960011722,53.4284649937829,68.9146250586537,20.9389357551918,#DCE9F5,#FFFFFF,#FFFFFF,#FFFFFF,6.23221419207416,3.42248329440998,-6.00514692618361,#DCE9F5,#FFFFFF,#DCE9F5,10.5607791191952,15.8391740673339,26.3999531865291,#FFEBD2,#FFEBD2,#FFEBD2,3.69883347217727,1.02065080354581,6.8224941439312,1.2505806,#FFEBD2,#DCE9F5,#DCE9F5,#FFEBD2
Jalen Haynes,2563448,Southern Illinois,FR,1104,SG,29.7752592764449,51.56430105924,76.6912581904879,22.6996331324974,#DCE9F5,#FFFFFF,#FFFFFF,#FFEBD2,16.6898180892618,3.56219543523318,3.29532357103579,#FFEBD2,#FFFFFF,#FFEBD2,2.75603565707698,10.8557990931174,13.6118347501944,#FFFFFF,#FFFFFF,#FFFFFF,1.14207381583984,2.44415795890122,3.90783678939534,1.2812951,#FFFFFF,#FFEBD2,#FFEBD2,#FFEBD2
Mookie Cook,2112558,San Francisco,JR,846,PF,36.108152912589,50.069159671959,71.8397309262352,20.1693137964066,#FFEBD2,#FFFFFF,#FFFFFF,#FFFFFF,12.9726542356212,4.12215849140118,-2.46269883277829,#FFFFFF,#DCE9F5,#FFFFFF,5.30914364974621,15.2158252203169,20.5249688700631,#FFFFFF,#FFFFFF,#FFFFFF,3.48509357947536,1.91137119054985,6.70382382476138,0.32870606,#FFEBD2,#FFFFFF,#DCE9F5,#FFFFFF
Tanner Toolson,1906893,TCU,JR,1246,SF,32.6056403589774,49.7229616099746,74.1142641465842,24.2831393588672,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,8.19261488788582,1.45286165655406,3.76632892542906,#FFFFFF,#FFD7A5,#FFEBD2,5.92302350618466,10.7318586843578,16.6548821905425,#FFFFFF,#FFFFFF,#FFFFFF,1.1966144097087,2.01644915073164,3.08345449609025,-0.060514817,#FFFFFF,#FFFFFF,#FFD7A5,#FFFFFF
Tahj Staveskie,1697774,Incarnate Word,JR,1651,PG,35.3425122313473,45.0789560252014,81.8435648920751,27.1510983229958,#FFEBD2,#DCE9F5,#FFEBD2,#FFEBD2,19.6846901653251,4.05201683076486,4.14948761110743,#FFEBD2,#DCE9F5,#FFEBD2,2.58370979828306,9.64723364202356,12.2309434403066,#FFFFFF,#DCE9F5,#DCE9F5,0.497892536455975,1.63030351510004,3.43887969353268,-0.5799699,#DCE9F5,#FFFFFF,#FFEBD2,#FFFFFF
Danilo Jovanovich,1945157,Milwaukee,SR,850,SF,33.0819894148931,54.553955310255,73.3613056438276,21.0336880046115,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF,12.1208956942598,2.48553898562727,3.31718645374021,#FFFFFF,#FFEBD2,#FFEBD2,7.71228087057439,15.4012464652734,23.1135273358478,#FFEBD2,#FFFFFF,#FFEBD2,2.09845205864229,1.34485417790874,3.74816844019665,-0.19623376,#FFFFFF,#DCE9F5,#FFEBD2,#FFFFFF
Eli Ellis,2480429,South Carolina,FR,1262,SG,34.8006201574713,45.1089194581913,85.3208261324356,19.5898336333914,#FFFFFF,#DCE9F5,#FFD7A5,#FFFFFF,13.2930410999725,2.33865928776233,5.01343558768775,#FFFFFF,#FFEBD2,#FFEBD2,2.71007131738292,9.57604106530477,12.2861123826877,#FFFFFF,#DCE9F5,#DCE9F5,0.462132733355206,2.01053724982332,3.29688349753412,-0.38270453,#DCE9F5,#FFFFFF,#FFEBD2,#FFFFFF
Max Green,2299338,Northwestern,SO,563,SG,35.6453096128035,45.6423482796347,69.8626311558615,19.7647349696288,#FFEBD2,#DCE9F5,#FFFFFF,#FFFFFF,14.033898407758,3.06925479359642,2.77336872274218,#FFFFFF,#FFFFFF,#FFEBD2,2.6457916467381,14.4566087502373,17.1024003969754,#FFFFFF,#FFFFFF,#FFFFFF,0.862165393810517,1.82429667457764,3.51331767041943,0.31239688,#FFFFFF,#FFFFFF,#FFEBD2,#FFFFFF
Quel'Ron House,2303546,Southern Illinois,SO,1555,SG,32.5093838396196,46.8632850401136,76.2522881616268,27.6334292509276,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2,20.6386678797209,4.1080568474814,4.82375707755862,#FFEBD2,#DCE9F5,#FFEBD2,2.56244836488318,10.1643096719997,12.7267580368829,#FFFFFF,#FFFFFF,#FFFFFF,0.404553557257531,2.69393614955705,3.67597128881608,1.5321772,#DCE9F5,#FFEBD2,#FFEBD2,#FFEBD2
Jack Stanton,2306442,Princeton,SO,1135,SG,37.3283642802515,45.8702194829854,90.6511295784615,20.4334850255685,#FFEBD2,#DCE9F5,#FFD7A5,#FFFFFF,10.5060093650073,1.86461528616709,4.29182019916098,#FFFFFF,#FFEBD2,#FFEBD2,2.18965961709072,10.7027647395173,12.892424356608,#DCE9F5,#FFFFFF,#FFFFFF,0.484408734083188,2.27196544611973,3.86935404519771,0.11406696,#DCE9F5,#FFEBD2,#FFEBD2,#FFFFFF
Manie Joses,2306456,Davidson,SO,398,C,32.7457629612321,55.4643668432439,70.7768785784577,9.57057583990645,#FFFFFF,#FFEBD2,#FFFFFF,#CBDEF0,7.9201493298852,1.57902690124726,3.00188017514452,#FFFFFF,#FFD7A5,#FFEBD2,5.63097322455816,17.0065073809447,22.6374806055029,#FFFFFF,#FFEBD2,#FFEBD2,4.78133903290742,2.29808035339905,5.3019522263682,1.6877401,#FFEBD2,#FFEBD2,#FFFFFF,#FFEBD2
"Dennis Parker, Jr.",2092553,Radford,JR,1622,PF,34.0824698787545,52.3084703395023,63.8242000051564,29.827040917481,#FFFFFF,#FFFFFF,#DCE9F5,#FFD7A5,8.04388867338541,4.01938690872297,-6.69757308184727,#FFFFFF,#DCE9F5,#DCE9F5,6.51749875896413,15.9648378064391,22.4823365654032,#FFFFFF,#FFEBD2,#FFFFFF,2.37474771946554,2.52035271557579,4.3935930109912,0.43344026,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF
Jaden Daughtry,1917761,Marist,SR,1040,C,27.3250563226829,48.7528439391495,53.7276564603062,15.7191544759007,#CBDEF0,#FFFFFF,#CBDEF0,#FFFFFF,12.0920038293361,3.72564487235071,-1.69828663258639,#FFFFFF,#FFFFFF,#FFFFFF,7.51552088876757,21.3141045141791,28.8296254029467,#FFFFFF,#FFD7A5,#FFEBD2,3.91410818373572,2.96470594332143,7.36345751940644,3.0198052,#FFEBD2,#FFD7A5,#DCE9F5,#FFD7A5
Jefferson De La Cruz Monegro,1903772,Cal State Fullerton,SR,1287,SF,31.1569065965057,44.6746936750003,84.2469559905804,19.7449969134436,#DCE9F5,#DCE9F5,#FFD7A5,#FFFFFF,13.1592896683937,2.16913759033653,5.56918338036269,#FFFFFF,#FFEBD2,#FFEBD2,3.91719861262652,14.6837750305709,18.6009736431975,#FFFFFF,#FFFFFF,#FFFFFF,0.965113520565076,1.78869027272227,4.64204156882768,0.24612024,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
Mathieu Grujicic,2487484,Ohio State,FR,56,SF,34.0237099863106,49.6240411629088,67.3170757353571,16.6879631078101,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,9.52352084645339,3.10622150683133,-1.62901437939824,#FFFFFF,#FFFFFF,#FFFFFF,5.18368234415138,13.7728011557601,18.9564834999115,#FFFFFF,#FFFFFF,#FFFFFF,1.40184434910872,1.9202436830951,4.42436740900338,0.64450602,#FFFFFF,#FFFFFF,#FFFFFF,#FFEBD2
Taison Chatman,2113934,Ohio State,JR,597,SG,37.721167964219,48.7405906389891,80.2670452466585,18.8285588988162,#FFD7A5,#FFFFFF,#FFEBD2,#FFFFFF,11.4576390984321,3.8956313519191,-2.98030588217797,#FFFFFF,#DCE9F5,#FFFFFF,2.56539140572535,9.70802581561503,12.2734172213404,#FFFFFF,#DCE9F5,#DCE9F5,0.90904312035192,1.75920926590299,5.0562946353754,0.25542959,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
Chase Thompson,2475394,Clemson,FR,482,SF,33.2470561597107,55.2889010061173,69.2744320640998,14.6049108689687,#FFFFFF,#FFEBD2,#FFFFFF,#DCE9F5,6.16311439645076,2.79340848062384,-3.53991169765041,#DCE9F5,#FFFFFF,#FFFFFF,5.22154475771349,11.4512716276997,16.6728163854131,#FFFFFF,#FFFFFF,#FFFFFF,1.81132286891083,1.60547697670665,3.74179949608783,1.2290532,#FFFFFF,#FFFFFF,#FFEBD2,#FFEBD2
Larry Hughes II,1927157,Cal State Northridge,SR,1890,SG,38.3160848245529,45.1394873650094,84.0152596335433,27.6798534072925,#FFD7A5,#DCE9F5,#FFEBD2,#FFEBD2,4.66470390785811,2.33701270882379,-3.11723113036878,#DCE9F5,#FFEBD2,#FFFFFF,0.813816041733758,9.03396998343721,9.84778602517097,#CBDEF0,#DCE9F5,#DCE9F5,0.798147438071676,2.44609623755873,5.1195801842934,-0.17323517,#FFFFFF,#FFEBD2,#FFFFFF,#FFFFFF
Kevin Patton Jr.,2153993,New Mexico,JR,123,PF,32.7471568269358,52.4918788484043,66.2315653012133,19.7556301260194,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,10.3035515848337,3.78787222693402,-3.63526077632183,#FFFFFF,#FFFFFF,#FFFFFF,4.51708917396459,15.1032122096733,19.6203013836378,#FFFFFF,#FFFFFF,#FFFFFF,5.25411191784213,2.37147636945809,5.14764472784707,1.3968303,#FFEBD2,#FFEBD2,#FFFFFF,#FFEBD2
Jeremiah Davis,2302205,Montana State,JR,1135,SG,36.0658542930959,52.4838689267403,77.457433130506,20.2822857531101,#FFEBD2,#FFFFFF,#FFFFFF,#FFFFFF,8.59345174832339,2.85519855687484,-1.49643283650779,#FFFFFF,#FFFFFF,#FFFFFF,1.84685064111736,10.2274073799201,12.0742580210375,#DCE9F5,#FFFFFF,#DCE9F5,1.28311386368705,2.59816760822717,4.84311915215135,0.60962545,#FFFFFF,#FFEBD2,#FFFFFF,#FFEBD2
Avantae Parker,2106234,Queens,JR,1287,C,31.8937143509711,61.2847682459224,61.7080602557243,24.8029718237422,#FFFFFF,#FFD7A5,#DCE9F5,#FFEBD2,7.71829478433914,4.18225619830518,-7.6597656247612,#FFFFFF,#DCE9F5,#DCE9F5,10.1978552887285,17.6375523791112,27.8354076678396,#FFEBD2,#FFEBD2,#FFEBD2,6.12933446511029,2.31283214028148,8.92844953517296,0.18518014,#FFD7A5,#FFEBD2,#CBDEF0,#FFFFFF
